name,author,narrator,time,releasedate,language,stars,price
"Voices of the Pacific, Expanded Edition","Writtenby:AdamMakos,MarcusBrotherton-contributor","Narratedby:MikeChamberlain,MichaelCrouch,KimberlyFarr",13 hrs and 24 mins,06-07-21,English,Not rated yet,"1,131.00"
Blood and Thunder,Writtenby:HamptonSides,Narratedby:DonLeslie,20 hrs and 56 mins,09-10-06,English,Not rated yet,"1,131.00"
Historian suurin panssaritaistelu,Writtenby:MaailmanHistoria,Narratedby:TapioRauvala,4 hrs and 13 mins,11-02-22,finnish,Not rated yet,166.00
George Washington,Writtenby:SeanSculley,Narratedby:SeanSculley,5 hrs and 50 mins,02-02-22,English,Not rated yet,281.00
Sukellusveneet Atlantilla,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 31 mins,27-01-22,finnish,Not rated yet,166.00
Taistelu Pohjolasta,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 27 mins,27-01-22,finnish,Not rated yet,166.00
Jäämeren saattueet,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 28 mins,27-01-22,finnish,Not rated yet,166.00
Britannian kohtalonhetket,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 13 mins,27-01-22,finnish,Not rated yet,166.00
Napoleón (Spanish Edition),Writtenby:MaríaRosas,Narratedby:CarlosTorres,3 hrs and 18 mins,02-02-22,spanish,Not rated yet,501.00
Tomorrow Will Be a Good Day,Writtenby:CaptainTomMoore,Narratedby:DerekJacobi,12 hrs and 6 mins,17-09-20,English,5 out of 5 stars1 rating,888.00
Against All Odds,Writtenby:AlexKershaw,Narratedby:MarkBramhall,8 hrs and 51 mins,22-03-22,English,Not rated yet,"1,131.00"
Itärintaman ankara todellisuus,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 24 mins,27-01-22,finnish,Not rated yet,166.00
Normandian maihinnousu,Writtenby:Maailmanhistoria,Narratedby:TapioRauvala,4 hrs and 19 mins,27-01-22,finnish,Not rated yet,166.00
Memoirs of a Kamikaze,"Writtenby:KazuoOdachi,AlexanderBennett-translator,ShigeruOhta,",Narratedby:JustinCabanting,6 hrs and 52 mins,26-03-22,English,Not rated yet,469.00
Spy Princess,Writtenby:ShrabaniBasu,Narratedby:ShiromiArserio,8 hrs and 36 mins,30-03-21,English,Not rated yet,586.00
Flying the SR-71 Blackbird,Writtenby:RichardH.Graham,Narratedby:ShawnCompton,9 hrs and 21 mins,23-02-21,English,Not rated yet,586.00
The Volunteer,"Writtenby:MichaelRoss,JonathanKay",Narratedby:WalterDixon,8 hrs and 5 mins,08-02-13,English,4 out of 5 stars2 ratings,668.00
Race of Aces,Writtenby:JohnR.Bruning,Narratedby:BrianTroxell,16 hrs and 52 mins,14-01-20,English,Not rated yet,500.00
Douglas MacArthur,Writtenby:ArthurHerman,Narratedby:HenryStrozier,39 hrs and 2 mins,20-06-16,English,Not rated yet,"1,338.00"
Once a Grand Duchess,"Writtenby:JohnVanderKiste,CoryneHall",Narratedby:AnneFlosnik,10 hrs and 9 mins,31-12-21,English,Not rated yet,703.00
Iconoclastic Memories of the Civil War,Writtenby:AmbroseBierce,Narratedby:MartyKrz,1 hr and 51 mins,03-01-22,English,Not rated yet,286.00
Starlight Ranch and Other Stories of Army Life on the Frontier,Writtenby:CharlesKing,Narratedby:DavidWales,7 hrs and 52 mins,22-12-21,English,Not rated yet,434.00
Napoleon Bonaparte: Book Of Quotes,Writtenby:QuotesStation,Narratedby:ChrisWolff,17 mins,15-12-21,English,Not rated yet,234.00
Dasher,Writtenby:MichaelC.Madden,Narratedby:SteveDevereaux,9 hrs and 15 mins,23-12-21,English,Not rated yet,645.00
Fifteen Days,Writtenby:ChristieBlatchford,Narratedby:MatildaNovak,13 hrs and 27 mins,21-12-21,English,Not rated yet,"1,256.00"
Vagabonds,"Writtenby:NickBrokhausen,JeffMiller",Narratedby:AndrewB.Wehrlen,11 hrs and 30 mins,14-12-21,English,Not rated yet,703.00
収容所(ラーゲリ)から来た遺書,Writtenby:辺見じゅん,Narratedby:星祐樹,8 hrs and 43 mins,10-02-22,japanese,Not rated yet,837.00
Random Shots from a Rifleman,Writtenby:JohnKincaid,Narratedby:FelbriggNapoleonHerriot,5 hrs and 45 mins,30-11-21,English,Not rated yet,227.00
Hogs in the Sand,Writtenby:BuckWyndham,Narratedby:JimSeybert,15 hrs and 46 mins,07-12-21,English,Not rated yet,703.00
Spymaster,Writtenby:HelenFry,Narratedby:ShaunGrindell,10 hrs and 39 mins,30-11-21,English,Not rated yet,703.00
Through the Glass Ceiling to the Stars,"Writtenby:Col.EileenM.CollinsUSAF(Retired),JonathanH.Ward",Narratedby:MollySecours,11 hrs and 9 mins,30-11-21,English,Not rated yet,703.00
Soldier ‘I’,"Writtenby:MichaelPaulKennedy,PeteWinner,AndyMcNab",Narratedby:PaulThornley,15 hrs and 2 mins,09-12-21,English,Not rated yet,683.00
